3/1/2009,bump
3/1/2009,"containers in containers with partitions? meh, just corp style hanger divisions, cans in hanger divisions like it is now, i fully expect to continue using cans even with this style of hangers just the ability to keep stored and current items separate without having a million cans everywhere is nice, and why not have a corp/personal deliveries split as well?-bpc-minerals / reprocess loot-deliveries-high/ ammo-med/low-bpo-storage (cans)-sellingpartitions are a bad idea (and i forgot where i read one of the staff explaining why not, something about coding)"
3/1/2009,"lv, i really like a lot of the things you've had to say and i respect your continuing effort to make eve a better place for all of us so i can't understand why you don't champion this.if you recognize that this is one of the highest supported topics of the player base (for three years running) then why don't you bring it up, first thing, every meeting?now i want to comment on the role of the csm. i hear a lot of things like ""the csm was not created for this purpose"". that doesn't sit right with me. sure, some issues, the csm should have extremely marginal roles such as exploit issues / banning issues / cheating / internal abuse of power / etc...but on this i believe the csm needs to forget why they were initially created and define themselves. in order for the csm to grow into an entity that truly can affect change, they need to realize that they have been granted power (even if it is only the most infinitesimal amount) and they should exercise it.now i am not suggesting radical action and grandiose proclamations of entitlement because ultimately ccp creates the game and they call the shots, but it must be recognized that we in fact are shareholders as well. we pay for this and without us, the game would not only be very boring but nonexistent. this is not one of those awkwardly worded threats by the way, it's simply a statement of pure fact.even though ccp ""created"" the csm, now we have it and i think it should be every csm's duty to continue defining itself and asserting the views of the player base.that being said, i think it is high time that ccp truly listened to the player base and made a ""sweeping"" change to the game that the players ask for. if at it's core the csm is focused on representing the player base than i can think of no better task charged to them than pushing ideas that we want pushed.by the same token, i don't think the majority of the people who really wnt this to happen want ccp to scrap everything and fix this, but i have to ask, why has there not been a devblog or any kind of response from ccp saying ""this is what we have now... and after that we're going to work on a pos overhaul.""hell i'd be happy with one dev that they stick in a closet with a candle etching ideas onto the walls with his fingernails if only to get the ball definitively rolling. i'd be happy with them sticking a janitor in there as long as something is happening with the issue. i have to echo what has been said before in that ""it's too hard"" is just not a good enough excuse from a company we all love (whom, i may add, has exceeded expectations in so many other ways).by the same token i believe that the csm cannot rest on it's laurels, nor can it abide pressure from anyone in representing the player base, including ccp. you represent us, and we want you to keep bringing up and pressing the issue any way you can."
3/1/2009,"well. let me try and explain further then.so say that you as a kid didn't really like the house. you went over to your dad and said that you would really like a new house. he says no, it's too expensive to move and points out that he just renovated the while thing.then you start bugging your mother about it, who gets really annoyed after a while.it's the exact same i'm afraid. the csm has to appear stubborn because it would ruin it. we can resort to reasoning, sure. but what you ask us to isn't reason. i'm sorry, i really am. but we already raised it. we were told it would not be viable. the issue is still in the system and was revised when we were in iceland, to the same conclusion."
3/1/2009,"i must respectfully say lv that this situation you describe is not accurate enough. sure it's close, but it doesn't quite encapsulate the situation.we are not children begging to dad, and i believe that i can speak for a few out there who are resentful of this view. i'm really not trying to pick a fight with those words, but i simply mean to say that i feel that us as players, and especially those in the csm, are much more than that.the fact of the matter is, we're adults and we pay rent in this imaginary house. we pay a subscription fee and seeing as how there will never be, nor should ever be an eve 2, ccp continually upgrades the existing platform. being that we pay rent and are not simply the impotent children that seems to be the popular viewpoint, i feel that we are validated.we are the living breathing eve. we make it what it is and ccp merely provides the tools for us to have fun.even beyond wanting this idea to come to fruition, i'm a little saddened by the fact that everyone seems ready to roll over on this. why is it ridiculous to demand a higher standard from a great company? why is it audacious for them, to at the very least, release a statement about this extremely important topic?i want the csm to fight for me on behalf of what i see as something a little more than a game. eve is some sort of insane socio/political experiment and in order to function properly we need the right tools. having something as cumbersome as the current pos mechanic, hinders our ability to enjoy this little world of ours.now i don't want to get all preachy and say that eve is life and simply rant about not having my way right away. what i do want however is to eliminate this seeming stigma that the player base has accrued on behalf of this issue.eve is an ever-changing world and thusly i believe that the answer does not lie in the pat answer ""wow is ------>""i want to change eve for the better, and effect the most change in the way that people basically interact with the game, instead of just ditching out. that's what i expect of my csm as well. so please, don't stop representing us in this matter."
3/1/2009,"i think the main problem is that missiles don't have a module to increase their ""tracking"" (exp velocity), as turret does (turrets have several, tracking computers, tracking enhances, remote tracking computers)missiles should have the same increasing either exp velocity or missile speed (depending on the script in them).i can't imagine why this isn't already in the game (as if the missiles wasn't prenerfed enough to begin with :p hehe)edit:typo"
3/1/2009,"ccp, you have done something really wrong somewhere.... i can only assume and hope it was just a mistake that is already being fixed...please we dont care if you change things for the better.. i still support the nano nurf but changing something for no reason is just wrong...."
3/1/2009,caldari ships arent even good for pve anymore
3/1/2009,explosion vel really ought to consider which direction the missile is approaching from and if it's hitting from the front half the speed mod really ought to be adding tothe damage not reducing it.we've had missiles that attack from the front since the late 60's you know.
3/1/2009,signed
