3/1/2010,thumbs up from me
3/1/2010,no thx. not need more hotdrop for cloaky sh*t
3/1/2010,no way
3/1/2010,"panther and sin need some major love still. speed bonus? lame. covops cloaks, i think yes. jump range... that's a tough one to make a call on.the ability to scan down cloakers would be a nice counter, but would have to be evaluated carefully. personally i would like to see a covops style t2 battlecruiser, maybe that would be a good role for such a ship. (t2 hurricane? pure sex!)*edit* nevermind. i re-evaluated my edit and edited it out."
3/1/2010,"not at t2 bc, a t2 destroyer- but anyway.a covops cloak is a must have to the bobs- sure it's powerful but also super expensive and skill-intensive.as to jump range... 2ly is horrible. with jdc iv i can jump 13ly with a carrier."
3/1/2010,just make them worth to be used for their price tag+sp need.
3/1/2010,ffs balance blasters better already
3/1/2010,"+1 at the ideas in general.the only ideas i dont like are:- ilegal items shouldnt be restricted to the black market, or at least a market that is restriced to a certain area of space. whats the point of smuggling items from a legal system to another legal"
3/1/2010,/supported
3/1/2010,1
3/1/2010,supported
3/1/2010,"i'm sure that the recording tool would add 'some' extra load to a cpu but for most systems able to run eve now, i believe it will be a barely noticeable feature. to be honest, it does depend entirely on how much information really needs to be processed. and isn't all this information already cached or loaded somewhere? shouldn't be any major task to get this into a data file for later retrieval. but i could be biased, and seeing it from one angle. only one way to know for sure. get one of the developers to talk to the code monkeys about it, and give us that feedback! they would know more than anyone else how much extra strain on the client this would place, if any at all!"
3/1/2010,"ccp recently posted a tweet asking if people recorded their eve battles. i'm sure i'm not the only person who would if they could.hopefully, a battle recorder would be far less demanding on cpu than running a capture utility like fraps. additionally, i hope you would be able to play eve in low detail (important for fleet fights) and then later playback the battle, with the battleplayer, in awesome high detail."
3/1/2010,yes
3/1/2010,"a form of ""industry dec'ing"" actually isn't a bad idea."
3/1/2010,"it is, actually, but don't let that stop you~"
3/1/2010,"a war dec doesn't actually stop you mining, it just makes it very risky without combat support. it also doesn't force you to fly only combat ships.so the idea of an industry dec to force players into industrial ships is nothing like the same thing. i can't see how forcing people to bring ""industrial support"" could be added either, unless you have roaming asteroids that attack the pvpers and can only be taken down by hulk support.but now we are getting silly"
3/1/2010,"yet another thread in dire need of a ""check here if you don't support"" box"
3/1/2010,154 replies with only 6 supports. looks pretty obvious to me.i'm not supporting this because i like deccing and killing new players.
3/1/2010,people like this guy are the reason war deccing needs to be changed.
3/1/2010,fixedand no
3/1/2010,"citing that invention scales as argument for keeping t2 bpos is kinda meh. since you have to scale in volume to achieve similar profits gained from a smaller number of items produced by t2 bpo, it means the markets become saturated with less people doing invention -> more competition -> lower margins, while people with bpos are largely unaffected.i would refrain from voting for the abolishment of t2 bpos if invented bpc me's could be brought to levels > 5. there are enough proposals for this. if that was done, bpos would still have an advantage, but at least the disparity of the production costs is reduced. and this would ofc bring t2 ship prices down, which i would welcome."
3/1/2010,"as already pointed out in page 1, 1 bpo is approximately the equivalent of 2,5 pe-4 bpc for production. i.e. 1 bpo do the same work of 2,5 production lines of bpc. so the 40 bpo that were seeded for each ship (if they are all still in game) are the equivalent of 100 production lines for that ship, i.e. 9,09 inventors with 11 production slots.probably banned and inactive accounts hold a large percentage of the best bpo.during the second seeding of t2 bpo there was a blog about them where it was said that a rtm cartel holding several bpo was banned en masse. at least some of those bpo were re-seeded with the second wave, but the bpo that were on banned accounts after that date have been removed from the game. the banning after the pos exploit probably had several good bpo banned as the people using the pos cheat to produce moon minerals were producing directly t2 stuff to reduce traceability."
3/1/2010,"well the only reason t2 bpos are being kept as-is to not screw the owners. apart from that, there is no argument for not fixing bad gamedesign.so, to protect the holy cows (somewhat), just let the t2 bpos be, but make invention more competitive by allowing for improved me. yeah, invention is fine, yadda yadda, but i want to see t2 ship prices drop."
3/1/2010,"let me tell you ... just because my costs drop, it doesnt mean i lower my prices. it just means i will make more profit. ;)business 101. works irl. works in eve."
3/1/2010,"it's great, isn't it? thank you for supporting my cause."
3/1/2010,"i'd dispute this - with direct competition for sales in a free market, margins get squeezed - you might decide not to drop your prices, but your competitor will in order to nick sales off you.someone else will do the same in order to nick sales off him, and you will at some stage be forced to do the same or your invesment in building materials will become tied up in stock you cannot shift, and you will therefore have no liquidity to invest in more materials for your next batches of production.it's these market forces that are keeping profit margins on t2 production tight, not t2 bpos.this is why you make no higher percentage margins prodicing hic / black op etc than you do items that have a t2 bpo equivalent. a lot of people seem convinced that removal of t2 bpos will somehow allow them to realise greater profit with their invented gear - it won't - if anything, having everyone building using invented neg me bpc will result in increased demand for materials to build the same number of finished products - if anything, your costs would most likely go up.the way to make money in t2 production right now is 'pile 'em high and sell 'em cheap' - this is why invention > bpo, because you can produce in volumes that dwarf what a bpo can produce - i'm not saying it's easy (especially if you build your own components) you need to be committed - but speak to anyone who owns a t2 bpo (or more) that is not exactly a logistical walk in the park, either."
3/1/2010,it works. ;)
3/1/2010,"you didn't propose replacing them with cash, you proposed shafting the people who own them. they're currently priced at something like 5 years profits at 0% waste. you propose giving them 2 years production at 20% waste. that's not compensation, that's a calculated insult. there is exactly one way to compensate them that wouldn't simply be a screwjob, and that's with cash(or goods, i suppose, but that'd be even more problematic)."
